"Country","Age","Gender","Kids","Education","WorkStatus","Income","Job","ExpYears","ExpMonths","Community","Marital","Sons","Daughters","DPQues1","DPQues2","DPQues3","DPQues4","DPQues5","AIPQues1","AIPQues2","AIPQues3","AIPQues4","AIPQues5","AIPQues6","AIPQues7","AIPQues8","AIPQues9","AIPQues10","AIPQues11","AIPQues12","AIPQues13","AIPQues14","AIPQues15","GPQues1","GPQues2","GPQues3","GPQues4","GPQues5","GPQues6","GPQues7","GPQues8","GPQues9","GPQues10","GPQues11","GPQues12","GPQues13","GPQues14","GPQues15","GPQues16","GPQues17","GPQues18","GPQues19","GPQues20","SWLSQues1","SWLSQues2","SWLSQues3","SWLSQues4","SWLSQues5","SelfQuestion","OthQuestion","GPMean","AIPMean","SWLSMean","DPMean","HDI","Category","matching"
"NA",45,"Male","No","deg","full-time",150000,"Na",14,0,"Village","Married",0,0,4,4,1,1,1,2,1,5,2,2,1,1,2,1,1,3,1,3,1,3,3,2,2,2,2,2,3,1,3,1,2,3,3,2,3,4,3,3,3,2,3,3,3,3,4,"yes","no",2.5,1.9,3.2,2.2,NA,NA,0
"NA",28,"Female","No","deg","part-time",15000,"Na",3,0,"Village","Single",0,0,2,3,2,2,2,5,4,5,4,2,4,2,3,2,4,4,5,4,4,2,4,2,1,5,4,1,3,3,4,2,4,2,5,3,5,4,4,3,3,4,3,4,3,3,2,"yes","no",3.3,3.6,3,2.2,NA,NA,0
"NA",32,"Male","Yes","phd","full-time",45000,"Na",5,0,"Village","Married",2,1,3,2,4,2,2,1,1,1,2,2,1,2,3,2,2,4,3,3,2,2,3,2,2,5,2,4,3,3,3,1,3,3,1,3,3,4,3,4,3,2,5,4,4,5,5,"no","no",2.8,2.1,4.6,2.6,NA,NA,1
"NA",37,"Male","No","dip","full-time",45000,"Na",0,3,"","Single",0,0,3,1,1,1,1,4,1,3,1,2,1,3,2,4,2,2,1,2,1,2,2,1,1,1,1,2,3,2,3,2,2,4,4,3,2,4,2,2,3,4,2,2,3,3,4,"no","no",2.4,2.1,2.8,1.4,NA,NA,1
"NA",55,"Female","No","ltuni","NA",0,"Na",0,0,"","",0,0,4,3,3,3,3,1,2,3,3,3,3,2,3,3,5,4,2,2,2,5,5,2,3,1,5,3,4,4,5,2,3,4,2,3,3,3,3,5,4,4,3,4,4,4,1,"yes","yes",3.4,2.9,3.2,3.2,NA,NA,1
"NA",28,"Female","No","deg","unemployed",10000,"Na",0,0,"","Single",0,0,4,5,4,3,3,1,2,5,4,3,5,3,3,5,4,2,3,3,3,3,3,1,2,3,1,2,4,2,4,3,2,4,1,1,3,4,3,5,4,5,4,4,4,3,4,"yes","no",2.8,3.3,3.8,3.8,NA,NA,0
"NA",32,"Male","No","grade","NA",0,"Na",0,0,"","",0,0,4,5,5,2,1,1,2,3,3,4,2,5,5,4,4,4,4,4,3,5,4,3,3,2,3,4,4,5,5,3,5,5,1,4,5,5,3,5,5,4,3,3,4,4,4,"yes","yes",3.9,3.5,3.6,3.4,NA,NA,1
"NA",19,"Female","No","ltuni","student",0,"Student",0,0,"","Single",0,0,4,4,4,3,4,1,1,2,2,1,1,1,3,1,3,2,1,4,1,1,3,1,3,2,2,2,1,4,4,1,4,3,3,2,3,1,2,3,1,2,4,5,5,5,4,"yes","no",2.4,1.7,4.6,3.8,NA,NA,0
"NA",25,"Female","No","ma","NA",0,"Na",0,0,"","",0,0,4,3,4,2,2,1,1,1,3,3,1,1,2,3,3,2,2,2,2,1,1,1,2,3,3,4,2,4,3,1,2,3,2,2,2,2,2,2,3,2,2,4,3,3,3,"yes","no",2.3,1.9,3,3,NA,NA,0
"NA",19,"Female","No","ltuni","student",10000,"Student",0,0,"","",0,0,1,1,4,1,1,1,2,3,3,2,1,3,2,1,3,4,5,5,3,2,4,3,3,5,5,3,3,4,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,"yes","yes",3.6,2.7,4,1.6,NA,NA,1
"NA",55,"Female","Yes","phd","retired",87500,"Na",0,0,"Large-City","Married",1,1,4,4,4,5,4,3,2,3,4,4,4,4,4,3,4,5,4,4,4,5,5,3,4,3,3,4,3,4,3,3,4,4,3,4,4,4,3,5,4,4,1,1,1,1,1,"yes","no",3.7,3.8,1,4.2,NA,NA,0
"NA",45,"Female","No","deg","unemployed",0,"Na",0,0,"Village","Single",0,0,4,3,4,4,4,1,1,1,3,3,3,3,2,1,4,3,1,4,1,1,5,4,2,4,1,3,4,3,3,1,3,1,2,1,3,3,3,3,5,3,3,3,3,2,2,"yes","yes",2.8,2.1,2.6,3.8,NA,NA,1
"NA",28,"Female","No","deg","full-time",55000,"Na",0,11,"Medium-Sized","Married",0,0,5,2,3,3,3,2,5,5,4,5,2,5,5,5,5,2,5,4,5,3,5,1,2,5,2,3,4,3,5,5,4,5,2,3,4,4,4,4,5,3,2,3,2,3,1,"yes","yes",3.6,4.1,2.2,3.2,NA,NA,1
"NA",37,"Female","Yes","ma","retired",150000,"Na",0,6,"Village","Married",2,0,5,4,4,3,3,1,3,5,4,4,1,2,3,1,3,1,4,5,2,1,4,2,1,4,3,2,3,2,4,2,4,3,1,1,1,1,1,3,4,4,3,3,2,2,2,"yes","no",2.5,2.7,2.4,3.8,NA,NA,0
"NA",45,"Male","No","ma","unemployed",55000,"Na",10,0,"","",0,0,2,3,3,2,2,2,3,2,4,3,3,2,3,3,4,1,3,3,2,2,2,1,2,3,3,2,3,3,2,4,4,2,2,3,3,2,2,3,3,2,2,2,3,3,2,"yes","yes",2.5,2.7,2.4,2.4,NA,NA,1
"NA",45,"Male","No","phd","full-time",67500,"Na",0,0,"Village","",0,0,3,3,2,1,1,1,1,4,2,1,1,2,2,1,1,3,1,2,1,2,2,3,2,2,2,3,2,5,3,1,2,3,2,3,2,4,3,2,3,2,3,3,4,4,2,"no","no",2.5,1.7,3.2,2,NA,NA,1
"NA",55,"Male","Yes","deg","part-time",25000,"Na",0,0,"Village","Married",1,1,4,4,4,2,2,1,1,3,4,4,2,5,1,2,4,3,2,3,1,3,3,3,3,2,3,3,4,4,5,2,3,5,2,3,4,3,5,3,4,3,2,4,1,3,3,"yes","yes",3.4,2.6,2.6,3.2,NA,NA,1
"NA",23,"Female","No","deg","part-time",15000,"Na",2,3,"","Separated",0,0,1,1,1,1,1,5,5,5,1,1,1,1,5,1,1,5,5,5,1,1,1,1,5,5,1,5,1,5,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,1,1,"no","yes",3,2.9,1,1,NA,NA,0
"NA",45,"Male","Yes","ltuni","full-time",87500,"Software Developer",13,0,"Large-City","Married",0,2,4,4,3,3,3,1,1,4,3,4,2,3,2,4,4,5,2,4,1,3,4,3,3,3,3,2,4,2,4,1,3,4,3,4,3,4,3,2,4,3,4,4,4,4,3,"yes","yes",3.1,2.9,3.8,3.4,NA,NA,1
"NA",19,"Male","No","ltuni","student",0,"Student",0,0,"","Single",0,0,5,5,2,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,2,5,5,5,5,1,4,5,5,5,5,5,5,4,5,4,5,3,"yes","yes",4.5,4.7,4.2,4,NA,NA,1
"NA",28,"Male","No","deg","unemployed",0,"Na",0,6,"Small Town","Single",0,0,4,5,5,5,5,5,5,5,3,3,4,5,5,5,5,3,4,3,4,5,5,4,4,4,4,4,5,5,4,5,2,4,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.5,4.3,1,4.8,NA,NA,1
"NA",20,"Male","No","ltuni","student",15000,"Student",0,0,"Village","Single",0,0,3,4,4,2,3,3,3,4,3,4,1,4,3,3,3,4,4,5,2,3,4,3,4,5,3,4,4,3,4,2,3,4,3,4,4,4,3,4,5,1,3,3,4,3,4,"yes","yes",3.5,3.3,3.4,3.2,NA,NA,1
"NA",67,"Male","Yes","phd","retired",0,"Na",0,0,"Large-City","Widowed",3,2,4,1,1,1,5,1,5,3,3,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,4,2,3,1,2,3,5,2,3,5,5,2,1,5,3,4,4,5,1,"yes","no",2.5,1.7,3.4,2.4,NA,NA,0
"NA",25,"Female","No","ma","student",25000,"Student",3,0,"Large-City","Single",0,0,4,4,4,4,4,2,1,2,2,2,2,2,2,2,4,4,2,3,1,3,4,4,4,5,4,3,4,4,5,1,2,4,4,2,2,3,3,2,2,4,2,3,3,4,3,"yes","no",3.3,2.3,3,4,NA,NA,0
"NA",67,"Female","Yes","ma","retired",67500,"Na",0,0,"Medium-Sized","Married",2,1,2,2,1,1,1,1,1,4,2,2,1,1,2,2,1,2,2,4,1,1,3,2,2,1,2,1,1,1,3,1,4,3,4,3,2,2,2,3,1,1,4,5,4,4,4,"no","no",2.1,1.8,4.2,1.4,NA,NA,1
"NA",55,"Male","No","deg","full-time",150000,"Na",0,0,"Large Town","Married",0,0,2,3,3,2,1,1,2,5,4,2,1,1,2,2,3,3,3,2,2,1,3,1,2,3,2,2,2,2,3,2,5,3,1,3,2,2,3,2,2,1,4,4,4,4,3,"no","no",2.3,2.3,3.8,2.2,NA,NA,1
"NA",45,"Male","Yes","ltuni","part-time",15000,"Adult Care",5,8,"","Married",1,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,4,3,4,4,3,3,3,4,2,3,4,4,3,3,4,4,3,4,5,4,1,1,1,1,1,"yes","yes",3.5,3.1,1,3.4,NA,NA,1
"Netherlands",32,"Female","No","deg","part-time",10000,"Administration",3,0,"Large-City","Single",0,0,3,2,2,2,2,3,1,5,2,3,2,3,3,3,3,1,3,4,2,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,2,2,3,3,2,"yes","yes",2.9,2.7,2.4,2.2,0.924,"Very high human development",1
"Netherlands",45,"Male","No","deg","full-time",45000,"Information Technology",10,0,"Large-City","Single",0,0,4,5,4,4,4,2,1,2,2,5,3,5,5,5,4,3,5,4,2,4,5,5,5,5,4,4,5,5,4,2,2,5,3,3,5,5,4,4,5,5,1,1,1,1,1,"yes","yes",4.2,3.5,1,4.2,0.924,"Very high human development",1
"Netherlands",45,"Male","No","deg","full-time",150000,"Computer",0,0,"Large-City","Married",0,0,3,2,2,2,1,2,1,5,1,3,2,2,3,3,3,3,2,4,2,3,3,3,3,2,3,2,3,3,3,2,3,2,2,2,4,4,4,3,3,3,4,3,4,5,5,"yes","no",2.8,2.6,4.2,2,0.924,"Very high human development",0
"Netherlands",21,"Female","No","ltuni","student",10000,"Student",0,0,"Medium-Sized","Single",0,0,2,3,2,1,1,1,2,5,5,3,5,3,3,3,3,1,3,1,4,3,4,1,1,1,3,2,3,1,5,5,5,5,1,2,4,4,3,1,4,1,5,5,5,5,5,"yes","yes",2.8,3,5,1.8,0.924,"Very high human development",1
"Netherlands",19,"Male","No","high","student",10000,"Student",2,0,"Large Town","Single",0,0,4,5,3,2,2,3,1,1,4,4,5,5,3,5,5,3,1,4,2,2,5,1,2,4,1,2,5,3,5,3,2,5,3,1,4,5,5,4,5,4,3,4,5,3,3,"yes","yes",3.5,3.2,3.6,3.2,0.924,"Very high human development",1
"Netherlands",32,"Male","No","ma","part-time",35000,"Software Developer",10,0,"Medium-Sized","Single",0,0,4,4,5,4,4,1,1,4,3,4,5,3,4,4,5,3,3,4,1,3,4,4,4,1,3,3,4,5,4,4,4,4,1,4,4,4,2,5,4,4,2,4,2,2,2,"yes","yes",3.6,3.2,2.4,4.2,0.924,"Very high human development",1
"Netherlands",37,"Male","Yes","ma","full-time",55000,"Consultant",7,0,"Large-City","Married",1,1,3,4,3,2,2,3,4,5,4,4,4,4,5,2,4,5,3,4,2,4,4,4,4,5,4,3,4,1,2,4,2,5,4,4,5,2,2,3,4,5,4,4,4,5,2,"yes","yes",3.5,3.8,3.8,2.8,0.924,"Very high human development",1
"Netherlands",28,"Male","No","ltuni","unemployed",10000,"Na",4,0,"Small Town","Married",0,0,5,4,4,3,3,4,2,5,4,4,5,3,5,5,5,2,5,5,2,3,5,3,3,2,4,5,5,5,5,3,3,5,4,5,5,4,3,5,5,5,1,3,3,3,1,"yes","yes",4.2,3.9,2.2,3.8,0.924,"Very high human development",1
"Netherlands",25,"Female","No","ltuni","student",10000,"Student",2,0,"Large-City","Single",0,0,4,5,4,4,4,2,3,4,5,5,5,3,4,4,4,2,4,2,4,2,5,2,3,3,4,1,5,3,4,3,4,4,2,3,4,4,3,4,4,4,2,4,3,3,2,"yes","yes",3.5,3.5,2.8,4.2,0.924,"Very high human development",1
"Netherlands",32,"Male","No","ma","full-time",45000,"Na",1,0,"Large Town","Single",0,0,3,4,4,1,1,1,2,2,3,3,2,4,2,3,3,3,4,2,3,1,2,2,4,4,2,2,4,3,4,2,2,3,4,2,4,5,3,3,5,4,4,4,4,3,2,"yes","no",3.2,2.5,3.4,2.6,0.924,"Very high human development",0
"Netherlands",28,"Female","No","ltuni","student",0,"Student",0,0,"Village","Married",0,0,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,2,3,2,3,4,4,2,2,3,2,2,4,4,4,4,4,4,2,2,4,3,3,4,4,3,3,3,3,3,2,"yes","yes",3.2,3.3,2.8,4,0.924,"Very high human development",1
"Netherlands",45,"Male","Yes","deg","full-time",45000,"Na",1,0,"Large Town","Married",3,1,5,4,3,4,4,3,3,2,4,4,5,4,4,4,4,4,3,3,3,4,5,4,3,2,3,3,4,3,5,4,4,5,3,3,5,5,4,5,1,4,2,2,3,3,2,"yes","yes",3.8,3.6,2.4,4,0.924,"Very high human development",1
"Netherlands",55,"Female","Yes","ltuni","unemployed",15000,"Homemaker",30,0,"Small Town","Married",1,1,4,3,2,2,5,1,1,5,2,3,1,2,1,2,2,1,3,4,1,3,3,1,2,4,4,5,3,3,4,2,3,2,2,2,2,4,2,4,3,3,3,3,4,4,3,"yes","yes",2.9,2.1,3.4,3.2,0.924,"Very high human development",1
"Netherlands",67,"Male","Yes","deg","full-time",55000,"Teacher",28,0,"Village","Married",2,0,3,3,4,3,3,2,3,4,4,3,3,5,3,3,5,3,3,4,3,4,3,1,3,3,4,3,3,4,3,5,2,4,3,3,4,5,3,2,4,3,4,3,4,3,2,"yes","yes",3.2,3.5,3.2,3.2,0.924,"Very high human development",1
"Netherlands",67,"Female","No","ltuni","student",10000,"Student",0,0,"Rural/Country","Single",0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"no","no",3,3,3,3,0.924,"Very high human development",1
"Netherlands",55,"Male","Yes","phd","full-time",67500,"Na",0,0,"Small Town","Separated",0,2,4,4,4,3,3,2,5,5,3,3,3,4,5,4,4,3,5,3,4,3,4,1,4,4,1,2,3,5,4,4,4,4,3,5,5,4,4,5,3,5,4,5,5,5,4,"yes","yes",3.7,3.7,4.6,3.6,0.924,"Very high human development",1
"Netherlands",19,"Male","No","deg","student",10000,"Student",1,0,"Village","Single",0,0,4,4,5,4,3,2,4,5,4,4,5,5,4,3,4,4,4,4,4,1,3,1,2,4,4,2,4,4,4,3,3,4,2,3,4,4,4,3,4,4,4,4,4,3,2,"yes","yes",3.3,3.8,3.4,4,0.924,"Very high human development",1
"Netherlands",28,"Female","No","deg","student",10000,"Student",0,0,"Small Town","Single",0,0,5,5,5,5,5,1,1,3,2,4,3,3,4,4,4,5,3,3,1,3,4,3,3,2,3,3,5,5,1,3,4,4,1,2,5,3,3,5,3,3,3,3,4,4,2,"yes","no",3.2,2.9,3.2,5,0.924,"Very high human development",0
"New Zealand",28,"Male","No","deg","full-time",35000,"Na",14,0,"Small Town","Single",0,0,2,3,1,1,1,2,4,4,5,3,5,4,5,2,5,4,5,2,5,3,5,2,3,4,4,3,4,1,4,2,4,3,2,3,4,4,3,4,3,4,4,3,3,3,3,"yes","yes",3.3,3.9,3.2,1.6,0.915,"Very high human development",1
"New Zealand",24,"Female","No","ltuni","full-time",35000,"Na",3,2,"Small Town","Single",0,0,2,3,3,2,2,1,2,5,2,3,2,2,3,4,3,4,3,4,2,2,3,4,4,2,4,3,3,4,4,2,3,4,2,3,3,4,4,3,4,3,4,4,4,4,4,"yes","yes",3.3,2.8,4,2.4,0.915,"Very high human development",1
"New Zealand",28,"Female","No","ma","student",25000,"Student",0,10,"Village","Married",0,0,4,5,4,1,1,3,3,3,5,5,4,5,4,3,5,2,5,5,5,4,5,1,4,3,4,3,4,4,5,4,4,5,4,4,4,4,3,5,3,5,4,3,3,4,3,"yes","yes",3.9,4.1,3.4,3,0.915,"Very high human development",1
"New Zealand",28,"Female","No","deg","full-time",45000,"Na",4,3,"Village","Single",0,0,4,3,3,1,1,1,1,1,4,2,1,2,2,5,4,3,3,2,4,1,4,2,3,4,4,3,2,3,4,5,3,3,1,1,1,5,2,3,2,4,4,4,5,5,4,"yes","yes",3,2.4,4.4,2.4,0.915,"Very high human development",1
"New Zealand",19,"Female","No","ltuni","student",10000,"Student",0,8,"Small City","Single",0,0,4,4,4,4,4,2,4,5,1,2,5,4,4,4,4,3,5,3,5,5,5,2,4,2,4,3,3,4,2,4,4,4,3,4,5,4,4,4,4,4,2,3,3,3,4,"yes","yes",3.6,3.7,3,4,0.915,"Very high human development",1
"New Zealand",45,"Female","Yes","deg","part-time",45000,"Na",6,1,"Village","Married",2,1,2,2,1,1,1,1,2,5,2,3,3,2,4,3,4,1,2,3,2,2,4,1,2,4,3,2,4,2,4,2,4,3,1,2,4,2,2,5,1,4,4,3,5,5,4,"yes","no",2.8,2.6,4.2,1.4,0.915,"Very high human development",0
"New Zealand",37,"Male","No","deg","student",10000,"Student",1,6,"Small Town","Single",0,0,5,3,4,3,3,2,3,4,5,5,5,3,5,5,5,5,3,4,3,4,5,5,5,4,4,3,4,3,5,2,3,5,3,3,3,5,5,5,5,4,1,2,2,1,3,"yes","yes",4,4.1,1.8,3.6,0.915,"Very high human development",1
"New Zealand",20,"Male","No","deg","student",10000,"Student",0,0,"Village","Single",0,0,4,4,4,3,3,2,4,3,4,4,3,5,4,3,4,4,4,4,4,3,4,3,4,5,3,4,5,4,5,3,4,5,3,4,4,4,3,4,4,4,3,3,3,4,3,"yes","yes",4,3.7,3.2,3.6,0.915,"Very high human development",1
"New Zealand",22,"Male","No","ma","part-time",10000,"Na",0,3,"Small Town","Single",0,0,3,4,4,3,3,4,2,4,3,3,3,4,3,3,3,3,4,4,2,4,4,3,2,3,2,3,3,3,4,3,4,4,2,3,4,4,3,3,4,3,3,3,3,3,2,"yes","yes",3.2,3.3,2.8,3.4,0.915,"Very high human development",1
"New Zealand",32,"Female","Yes","deg","unemployed",10000,"Na",3,0,"8","Married",0,2,4,4,2,2,2,1,1,5,3,3,5,4,3,4,4,4,4,4,3,4,5,3,4,5,3,4,5,2,4,4,4,5,1,4,5,3,3,5,4,5,3,3,3,4,3,"yes","yes",3.9,3.5,3.2,2.8,0.915,"Very high human development",1
"New Zealand",32,"Female","Yes","ltuni","part-time",15000,"Na",1,0,"Large-City","Married",1,6,4,4,4,4,4,4,2,3,2,4,5,5,4,5,5,3,3,4,2,5,5,4,4,4,4,3,5,4,5,3,4,5,3,3,4,5,5,4,5,3,2,2,2,2,2,"yes","yes",4.1,3.7,2,4,0.915,"Very high human development",1
"New Zealand",37,"Female","No","ma","student",0,"Student",0,0,"Village","Single",0,0,4,4,4,3,3,2,2,4,3,2,4,5,5,5,4,4,3,4,4,5,5,3,5,5,5,3,4,3,4,3,3,5,2,4,5,4,3,4,4,4,4,4,4,3,4,"yes","yes",3.9,3.7,3.8,3.6,0.915,"Very high human development",1
"Nicaragua",22,"Female","No","deg","full-time",10000,"Writer",0,3,"Large-City","Single",0,0,4,4,4,3,3,3,3,4,4,3,2,4,3,3,3,3,5,4,5,4,4,2,3,5,4,3,3,4,4,4,2,4,3,3,3,4,4,3,3,2,4,4,4,3,4,"yes","yes",3.4,3.5,3.8,3.6,0.645,"Medium human development",1
"Norway",45,"Male","Yes","ma","full-time",67500,"Na",7,0,"Small City","Married",0,4,3,3,4,2,2,2,3,5,3,3,2,4,3,3,3,3,4,3,3,3,3,2,3,1,3,3,3,3,2,2,3,3,3,3,4,3,3,4,3,4,4,4,4,4,4,"yes","yes",2.9,3.1,4,2.8,0.949,"Very high human development",1
"Norway",37,"Male","No","ma","full-time",150000,"Na",5,0,"Village","Married",0,0,3,4,3,4,4,5,4,3,4,4,5,4,4,4,4,3,3,4,3,4,3,4,3,5,4,3,4,3,4,3,2,4,3,2,3,4,4,4,5,4,3,3,3,2,2,"yes","yes",3.5,3.9,2.6,3.6,0.949,"Very high human development",1
"Norway",28,"Male","No","ma","full-time",45000,"Na",1,6,"Large Town","Divorced",0,0,2,2,2,2,2,1,2,5,4,2,4,4,2,3,3,5,3,3,3,2,2,1,3,1,1,1,3,4,3,4,3,3,1,2,4,4,4,3,3,2,2,2,4,1,4,"yes","no",2.6,3.1,2.6,2,0.949,"Very high human development",0
"Norway",55,"Female","Yes","deg","full-time",55000,"Na",5,0,"Rural/Country","Married",0,2,3,2,1,3,3,1,1,1,4,2,4,3,3,1,4,2,3,3,3,3,3,1,1,1,5,2,3,2,3,2,4,2,2,2,3,2,2,4,3,4,4,4,4,5,5,"yes","yes",2.5,2.5,4.4,2.4,0.949,"Very high human development",1
"Norway",45,"Male","No","ltuni","unemployed",10000,"Na",0,0,"Large Town","Married",0,0,2,1,2,2,2,4,2,1,2,3,2,3,3,3,3,2,4,1,3,3,3,1,1,1,1,2,1,3,3,3,4,3,3,3,3,2,1,3,2,3,3,3,1,3,1,"yes","yes",2.3,2.6,2.2,1.8,0.949,"Very high human development",1
"Norway",32,"Male","No","deg","full-time",150000,"Ict Director",2,4,"Large-City","Single",0,0,3,3,3,2,2,2,1,3,3,3,3,2,4,2,3,4,2,2,2,2,2,2,4,4,2,3,3,3,3,2,2,4,3,3,4,3,3,4,3,4,3,3,3,4,4,"yes","no",3,2.5,3.4,2.6,0.949,"Very high human development",0
"Norway",45,"Female","No","ltuni","full-time",35000,"Designer",17,0,"Medium-Sized","Single",0,0,3,2,3,2,2,1,1,5,5,4,3,1,3,2,4,3,5,1,1,3,5,4,1,5,3,2,4,2,5,1,3,2,5,4,4,4,2,2,4,3,4,4,4,4,4,"yes","no",3.2,2.8,4,2.4,0.949,"Very high human development",0
"Norway",28,"Male","No","high","full-time",67500,"System Manager",2,0,"Large-City","Single",0,0,4,3,2,3,3,1,1,4,2,2,1,5,2,4,5,5,2,5,2,4,4,4,5,4,4,4,5,4,5,2,4,4,4,3,4,4,5,4,4,5,3,4,4,4,1,"yes","yes",4.1,3,3.2,3,0.949,"Very high human development",1
"Norway",45,"Male","Yes","ma","unemployed",87500,"Na",0,0,"Large Town","Married",1,0,5,5,5,2,2,1,1,3,3,4,5,3,3,4,4,2,2,2,2,3,4,2,2,1,4,2,5,4,4,4,3,4,1,3,3,5,5,4,3,3,2,2,2,3,2,"yes","yes",3.3,2.8,2.2,3.8,0.949,"Very high human development",1
"Norway",55,"Female","No","ma","part-time",35000,"Na",0,0,"Village","Divorced",0,0,3,5,4,4,4,4,2,3,4,4,3,4,5,3,4,4,3,4,2,4,5,2,2,2,4,1,5,4,3,2,4,3,4,1,4,4,4,5,4,5,2,2,2,2,2,"yes","yes",3.4,3.5,2,4,0.949,"Very high human development",1
"Norway",32,"Female","No","deg","full-time",0,"Na",4,5,"Large Town","Married",0,0,5,4,4,4,4,3,3,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,4,5,5,5,5,5,3,5,5,5,5,5,5,3,4,4,3,2,"yes","yes",4.7,4.5,3.2,4.2,0.949,"Very high human development",1
"Norway",45,"Male","No","deg","full-time",150000,"Executive",0,8,"Small City","Married",0,0,3,3,5,2,2,2,1,4,2,3,2,3,4,4,4,2,3,4,2,1,3,4,3,2,4,3,4,4,4,1,3,4,3,3,4,4,4,4,2,5,3,4,2,3,2,"yes","no",3.4,2.7,2.8,3,0.949,"Very high human development",0
"Norway",28,"Female","Yes","dip","full-time",55000,"Consultant",1,6,"Large-City","Married",1,1,2,2,2,1,1,1,1,2,3,1,1,2,3,1,1,1,3,2,1,1,3,1,2,3,3,2,1,2,2,1,3,3,1,3,3,2,2,3,1,3,4,5,5,5,5,"no","no",2.2,1.6,4.8,1.6,0.949,"Very high human development",1
"Norway",55,"Male","No","phd","full-time",67500,"Na",13,0,"Small Town","Divorced",0,0,5,4,5,3,3,2,1,5,3,3,5,5,5,2,5,4,2,5,2,4,4,3,4,1,1,1,5,5,5,5,4,5,4,1,5,5,3,5,5,5,2,1,1,1,1,"yes","yes",3.8,3.5,1.2,4,0.949,"Very high human development",1
"Pakistan",37,"Male","Yes","ma","full-time",10000,"Na",0,0,"Small Town","Married",1,1,3,4,4,3,3,1,1,4,3,4,4,4,3,2,3,3,3,3,2,2,4,2,2,3,4,3,3,3,3,2,3,3,3,5,3,4,3,3,3,4,4,4,4,4,4,"yes","yes",3.1,2.8,4,3.4,0.55,"Medium human development",1
"Panama",20,"Male","No","high","student",0,"Student",0,0,"Village","Single",0,0,5,5,5,5,5,1,5,4,5,5,5,5,5,2,5,4,3,5,1,5,5,3,2,1,5,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,3,1,4,1,"yes","no",4,4,2,5,0.788,"High human development",0
"Peru",45,"Female","No","deg","full-time",45000,"Na",0,0,"Village","Divorced",0,0,2,1,1,1,1,1,1,1,3,1,1,2,2,1,3,2,2,2,2,2,3,1,1,1,2,1,3,1,4,2,2,3,2,1,2,4,3,1,2,1,5,5,5,5,5,"yes","no",2,1.7,5,1.2,0.74,"High human development",0
"Peru",45,"Male","No","ltuni","full-time",150000,"Chairman Of The Board",2,1,"Large Town","Married",0,0,4,4,4,3,3,2,2,4,3,4,5,5,4,4,4,3,2,3,2,4,4,3,4,2,4,3,4,3,4,4,4,4,3,4,4,5,5,4,4,3,3,3,2,3,2,"yes","yes",3.8,3.4,2.6,3.6,0.74,"High human development",1
"Philippines",19,"Female","No","deg","student",0,"Student",0,0,"Village","Single",0,0,3,4,2,2,2,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3,4,2,4,3,"yes","no",3.4,2.1,3.2,2.6,0.682,"Medium human development",0
"Philippines",20,"Male","No","deg","student",15000,"Student",0,2,"8","Single",0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",3,3,3,3,0.682,"Medium human development",0
"Philippines",28,"Female","Yes","deg","full-time",10000,"Research Associate",7,3,"Large Town","Married",0,1,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,2,4,2,4,5,"yes","yes",4.5,4.6,3.4,4.4,0.682,"Medium human development",1
"Philippines",23,"Male","No","deg","part-time",10000,"Na",2,3,"8","Single",0,0,3,3,3,2,2,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,"yes","yes",3.1,2.9,1.8,2.6,0.682,"Medium human development",1
"Philippines",24,"Female","No","deg","student",0,"Student",0,0,"Large-City","Single",0,0,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3,3,2,2,1,"yes","yes",3.2,2.7,2.2,2.4,0.682,"Medium human development",1
